organ,as_label,cell_id,cell_label,cell_percentage,anatomical_structure_of,node_name,label,glb file of single organs
Left kidney,renal papilla,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.01525699732988765,#VHMLeftKidney,VH_M_renal_papilla_L,renal papilla,VH_M_Kidney_L
Left kidney,renal papilla,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,3.937831614644848e-05,#VHMLeftKidney,VH_M_renal_papilla_L,renal papilla,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0000084,T,0.0003596259889714696,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,0.0004795013186286262,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,0.001198753296571566,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,0.0002397506593143131,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,0.002996883241428913,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,0.001678254615200192,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,0.0002397506593143131,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,0.0003596259889714696,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,0.0001198753296571565,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,0.001078877966914409,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,0.0004795013186286262,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,0.005993766482857827,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,0.001438503955885879,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,0.01042915368017262,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,0.09530088707743944,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,0.005154639175257732,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,0.005034763845600575,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,0.006353392471829297,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001005,Glomerular Capillary Endothelial,0.0007192519779429393,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,0.0002397506593143131,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,0.3018460800767202,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,0.2700791177175737,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,0.0284104531287461,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_1001318,Vascular Smooth Muscle / Pericyte,0.01606329417405898,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030011,Proximal Tubule Epithelial Segment 3,0.01546391752577319,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,0.06485255334452168,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,0.04003836010549029,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,0.0001198753296571565,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,0.001678254615200192,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,0.03620234955646128,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,0.02325581395348837,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.04902900982977702,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,renal column,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.01306641093263006,#VHMLeftKidney,VH_M_renal_column_L,renal column,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0000084,T,0.002287227639340315,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,0.0001805706031058143,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,0.0003611412062116287,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,0.0004213314072469,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,0.01113518719152522,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,0.005417118093174429,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,0.0001805706031058143,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,0.0001805706031058143,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,0.006861682918020944,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,0.008607198748043816,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,0.05826411460214275,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,6.019020103527144e-05,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,0.002527988443481401,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,0.007042253521126757,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,0.211087035030697,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,0.07890935355724085,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,6.019020103527144e-05,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,0.114421572168051,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,0.001865896232093415,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,6.019020103527144e-05,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,0.05886601661249548,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_1001318,Vascular Smooth Muscle / Pericyte,0.01101480678945467,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,0.03725773444083302,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,0.007463584928373659,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,0.09726736487299864,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,6.019020103527144e-05,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,0.0021066570362345,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,0.2355242566510171,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,0.04002648368845551,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,kidney capsule,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,0.0004815216082821715,#VHMLeftKidney,VH_M_kidney_capsule_L,kidney capsule,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000084,T,0.0007872226391818021,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000097,Mast,0.0003804007565977227,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000236,B,0.001066363680326526,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000648,Renin-positive Juxtaglomerular Granular,9.882521958643156e-05,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,0.003900693505515448,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,0.008311885516141622,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,7.587322434406073e-06,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000786,Plasma,0.0003262548646794611,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,0.000135681328068144,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,0.0001006096198716869,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,0.002360861592097604,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,0.003100800727624772,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid Dendritic,1.379513169892013e-05,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,0.0002978286163006663,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,0.007248321212915103,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,0.0002198916402544471,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,0.0008108350763542587,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,0.001499673940163995,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,0.00570703356822473,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,0.0002341551166745456,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,0.03308434220778535,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,0.02344229974394411,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,0.007483939303306318,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,0.006514352265508933,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,0.005616475081308876,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,0.1429213115034603,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,0.05649095704992897,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,0.02192275736535074,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001005,Glomerular Capillary Endothelial,0.004679914278555291,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,0.06766634909480275,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,0.03128173752186184,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,0.1876861307066732,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,0.006026378451436202,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_1001318,Vascular Smooth Muscle / Pericyte,0.006294812745991102,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030009,Proximal Tubule Epithelial Segment 1,0.09498296294854933,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030010,Proximal Tubule Epithelial Segment 2,0.001154067264737288,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030011,Proximal Tubule Epithelial Segment 3,0.05577066769999375,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,0.03362494548392434,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,0.05270662789444197,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,0.01319277072206971,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,0.07167728811968158,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
Left kidney,outer cortex of kidney,http://purl.obolibrary.org/obo/CL_4030017,Distal Convoluted Tubule Type 2,0.001800525069819894,#VHMLeftKidney,VH_M_outer_cortex_of_kidney_L,outer cortex of kidney,VH_M_Kidney_L
